CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Total_Trans_Amt,Total_Trans_Ct
779122908,Existing Customer,55,F,3,Graduate,Single,$40K - $60K,Blue,37,5,4511,82
710676483,Existing Customer,38,F,2,Unknown,Married,Less than $40K,Blue,36,4,4064,77
827712108,Existing Customer,42,F,5,Graduate,Married,Less than $40K,Blue,38,5,4432,72
769200858,Existing Customer,34,F,4,Graduate,Single,Less than $40K,Blue,28,3,4626,86
779114283,Existing Customer,40,F,5,High School,Single,Less than $40K,Blue,22,3,4528,65
771061008,Attrited Customer,40,F,2,Doctorate,Married,$40K - $60K,Blue,27,4,2659,56
716201133,Existing Customer,35,F,2,High School,Married,Less than $40K,Blue,36,4,4279,76
817968783,Existing Customer,51,F,3,Graduate,Single,Less than $40K,Blue,46,6,4670,70
826480308,Existing Customer,53,M,3,Graduate,Unknown,$80K - $120K,Blue,49,5,5489,74
720307683,Existing Customer,43,F,4,Graduate,Divorced,Less than $40K,Blue,36,3,4484,78
709618308,Existing Customer,46,F,3,High School,Single,$40K - $60K,Silver,40,4,3838,48
710119233,Existing Customer,37,M,1,High School,Married,$120K +,Blue,26,5,4186,63
789419658,Existing Customer,47,F,4,College,Married,Unknown,Blue,38,3,4503,89
789800358,Existing Customer,45,F,3,High School,Married,Less than $40K,Blue,34,6,4730,78
715466133,Existing Customer,50,F,1,Doctorate,Married,Unknown,Blue,40,3,4374,75
717659883,Existing Customer,46,F,2,Graduate,Single,Unknown,Blue,36,3,3541,64
781942983,Existing Customer,50,M,1,Unknown,Single,$120K +,Blue,44,5,5010,88
712755783,Existing Customer,49,F,1,Graduate,Divorced,$40K - $60K,Blue,40,3,3886,77
779551533,Existing Customer,54,F,3,Doctorate,Single,Less than $40K,Blue,39,4,4857,92
714405183,Existing Customer,47,F,3,Graduate,Married,Less than $40K,Blue,36,4,4295,60
801783108,Existing Customer,46,M,3,College,Married,$120K +,Blue,40,6,4833,69
779839758,Existing Customer,47,F,2,Post-Graduate,Single,Unknown,Blue,31,3,4634,92
820648608,Existing Customer,46,F,2,Post-Graduate,Married,Less than $40K,Blue,41,3,4153,79
787587033,Existing Customer,42,F,4,Graduate,Single,Less than $40K,Blue,32,3,4463,87
813967983,Existing Customer,44,F,2,College,Married,$40K - $60K,Blue,39,4,4471,71
718067658,Existing Customer,53,F,3,Unknown,Single,Unknown,Blue,40,6,4223,79
709952658,Existing Customer,46,F,3,Graduate,Unknown,Less than $40K,Blue,33,6,4460,62
720824883,Attrited Customer,48,F,1,Unknown,Single,Less than $40K,Blue,40,3,2483,50
789631908,Existing Customer,51,M,4,High School,Single,$60K - $80K,Blue,45,3,4690,85
789089958,Existing Customer,57,M,2,High School,Single,$60K - $80K,Silver,45,5,3662,81
715847058,Attrited Customer,59,F,2,Uneducated,Divorced,Less than $40K,Blue,36,3,2462,40
721256808,Existing Customer,35,F,2,Unknown,Single,Less than $40K,Blue,20,6,4365,86
721269108,Existing Customer,45,F,5,Graduate,Single,Less than $40K,Blue,33,5,4504,87
712770408,Attrited Customer,42,F,2,Graduate,Unknown,Less than $40K,Blue,36,6,2285,40
767958933,Existing Customer,40,M,4,College,Married,$40K - $60K,Silver,34,3,3993,77
779866458,Existing Customer,40,F,5,Uneducated,Married,Less than $40K,Blue,24,6,3513,67
721246833,Existing Customer,47,F,3,Unknown,Unknown,Less than $40K,Blue,36,6,4636,70
710752233,Attrited Customer,43,F,5,High School,Unknown,$40K - $60K,Blue,24,3,2742,49
709813008,Existing Customer,44,F,3,High School,Unknown,Less than $40K,Blue,35,5,4509,93
710219658,Existing Customer,48,F,3,Doctorate,Married,Unknown,Blue,44,4,4633,74
789121233,Existing Customer,53,F,2,Unknown,Single,Less than $40K,Blue,41,5,4609,76
715146558,Attrited Customer,34,F,2,College,Married,Less than $40K,Blue,36,1,2325,56
720205608,Existing Customer,52,F,1,Uneducated,Married,Unknown,Blue,36,6,4487,77
778606308,Attrited Customer,45,M,3,Uneducated,Divorced,$80K - $120K,Blue,25,2,3016,51
710438358,Attrited Customer,42,F,1,Uneducated,Single,Less than $40K,Blue,35,4,2152,43
712562433,Attrited Customer,48,F,2,Unknown,Married,Less than $40K,Blue,30,3,2316,43
718186233,Existing Customer,34,F,3,Uneducated,Single,Less than $40K,Blue,26,4,3989,71
713717283,Attrited Customer,40,F,3,Unknown,Single,$40K - $60K,Blue,29,3,1738,32
713822208,Attrited Customer,42,M,2,High School,Single,$60K - $80K,Blue,33,3,1870,45
710466633,Existing Customer,55,F,3,High School,Married,Less than $40K,Blue,44,5,4755,76
711153783,Existing Customer,44,F,3,Uneducated,Single,Less than $40K,Blue,36,5,4173,70
718230933,Attrited Customer,45,M,4,Graduate,Single,Less than $40K,Blue,36,5,1253,29
788885133,Existing Customer,57,F,3,College,Unknown,Less than $40K,Silver,42,6,3912,63
711637458,Attrited Customer,44,F,3,High School,Single,Less than $40K,Blue,36,2,2523,45
719532108,Existing Customer,40,F,5,High School,Married,Less than $40K,Blue,31,4,4491,68
757643733,Existing Customer,42,F,2,Post-Graduate,Single,Less than $40K,Blue,35,6,4916,79
715122858,Existing Customer,55,F,2,Graduate,Married,$40K - $60K,Blue,36,5,5052,81
708384033,Attrited Customer,45,F,3,Uneducated,Married,Less than $40K,Blue,35,3,2466,39
708273858,Existing Customer,40,M,3,Graduate,Divorced,$120K +,Blue,30,3,3734,80
803952408,Existing Customer,52,F,3,Uneducated,Married,Less than $40K,Blue,47,6,3987,77
778394358,Existing Customer,46,F,2,High School,Divorced,Less than $40K,Blue,26,4,4347,88
713180433,Existing Customer,56,F,2,Graduate,Single,Unknown,Blue,48,5,4837,87
787458783,Existing Customer,49,F,4,High School,Married,Less than $40K,Blue,35,5,4784,83
720315933,Existing Customer,53,F,1,Uneducated,Single,Less than $40K,Blue,39,3,5136,76
713677158,Attrited Customer,31,F,1,Graduate,Divorced,Unknown,Blue,22,2,2126,45
739828308,Existing Customer,55,M,3,Uneducated,Single,$120K +,Blue,48,5,3906,68
720959058,Existing Customer,44,F,3,Unknown,Single,Unknown,Blue,33,5,4412,67
718090233,Attrited Customer,56,F,3,Graduate,Single,Unknown,Blue,36,3,2804,37
789939558,Existing Customer,54,F,2,College,Married,Unknown,Blue,45,5,5112,87
714169908,Existing Customer,53,F,0,Graduate,Single,Less than $40K,Blue,34,5,4921,82
796145133,Existing Customer,46,F,2,Uneducated,Married,Unknown,Blue,40,3,4528,86
789233808,Existing Customer,38,F,3,Graduate,Married,Unknown,Blue,27,6,4568,74
709071408,Existing Customer,56,F,5,Graduate,Single,$40K - $60K,Blue,37,4,4949,74
815830083,Existing Customer,53,F,3,Uneducated,Single,Less than $40K,Blue,48,6,4253,72
715932708,Existing Customer,41,M,3,Unknown,Unknown,$60K - $80K,Blue,36,4,4365,75
715281933,Existing Customer,43,F,3,High School,Single,Less than $40K,Blue,36,3,4401,73
787529583,Attrited Customer,41,F,5,Unknown,Married,$40K - $60K,Blue,30,5,2561,61
717446208,Existing Customer,62,F,0,High School,Single,Less than $40K,Blue,36,6,5083,69
715236783,Existing Customer,42,F,4,College,Divorced,$40K - $60K,Blue,36,4,4792,87
804583833,Existing Customer,56,F,2,High School,Married,Unknown,Blue,51,4,4316,87
713772333,Attrited Customer,45,F,3,Unknown,Divorced,Less than $40K,Blue,34,4,1979,38
715321983,Existing Customer,33,F,2,Doctorate,Married,$40K - $60K,Blue,36,4,4314,75
717773433,Existing Customer,57,F,0,Graduate,Married,Less than $40K,Blue,45,6,5464,98
778632933,Existing Customer,49,F,3,College,Married,Less than $40K,Blue,29,6,4702,79
808527183,Existing Customer,46,F,3,College,Married,Less than $40K,Blue,41,4,4669,94
714514008,Attrited Customer,38,F,1,Graduate,Married,Unknown,Blue,29,3,1982,43
711669258,Attrited Customer,50,F,3,Uneducated,Single,Unknown,Blue,36,2,2381,47
797218233,Existing Customer,51,F,2,Unknown,Single,Less than $40K,Blue,45,5,4550,82
710612583,Existing Customer,52,M,4,High School,Unknown,$60K - $80K,Blue,36,6,5037,80
712613808,Existing Customer,45,F,5,College,Single,Unknown,Blue,32,3,4283,69
807173358,Existing Customer,56,F,0,Post-Graduate,Married,Less than $40K,Blue,51,4,5416,76
778349883,Existing Customer,56,F,0,Uneducated,Single,Less than $40K,Blue,36,4,4188,75
720592533,Attrited Customer,41,M,4,Graduate,Unknown,$80K - $120K,Blue,31,3,2535,44
714668433,Existing Customer,51,F,4,Graduate,Single,Less than $40K,Blue,36,4,4122,67
720967233,Existing Customer,43,F,2,Unknown,Married,Less than $40K,Blue,29,4,4901,88
718629858,Existing Customer,42,F,2,Uneducated,Married,Unknown,Blue,32,5,4597,89
737962608,Existing Customer,48,F,4,College,Divorced,Less than $40K,Blue,41,4,4550,78
778207083,Attrited Customer,53,M,4,Uneducated,Single,$80K - $120K,Blue,44,3,2153,39
778781508,Attrited Customer,44,F,2,High School,Married,Unknown,Blue,32,4,2455,41
714142158,Existing Customer,59,F,0,Graduate,Married,Less than $40K,Blue,48,2,3882,92
715390608,Existing Customer,45,F,5,Graduate,Married,Less than $40K,Blue,39,5,5311,81
715243458,Existing Customer,45,F,2,Graduate,Single,$40K - $60K,Blue,36,5,5047,94
715418508,Existing Customer,51,M,1,Uneducated,Single,$120K +,Blue,36,2,4399,72
711164508,Existing Customer,49,F,1,Graduate,Divorced,Unknown,Silver,43,1,3941,71
713239308,Existing Customer,43,F,2,High School,Married,Unknown,Blue,36,2,4640,85
712323183,Existing Customer,38,M,3,Unknown,Married,$80K - $120K,Blue,22,2,3738,63
797410983,Existing Customer,45,F,3,High School,Married,Unknown,Blue,39,1,5020,83
721167783,Existing Customer,54,M,4,High School,Single,$80K - $120K,Blue,39,1,4272,69
712130058,Attrited Customer,44,F,4,Uneducated,Single,Unknown,Blue,36,3,2415,41
714060408,Existing Customer,57,F,3,High School,Single,Unknown,Blue,37,3,4210,82
715515333,Existing Customer,51,M,3,Graduate,Married,$120K +,Blue,42,2,4024,92
806970033,Existing Customer,48,M,3,High School,Unknown,$40K - $60K,Blue,43,2,4588,77
817337958,Existing Customer,48,F,5,Doctorate,Married,Less than $40K,Blue,33,2,3796,74
788132208,Existing Customer,53,F,2,Graduate,Married,$40K - $60K,Blue,38,3,5070,70
812653383,Existing Customer,55,F,1,College,Single,$40K - $60K,Blue,50,3,4729,92
709762908,Existing Customer,52,F,1,Uneducated,Married,Unknown,Blue,40,2,4991,78
717114708,Existing Customer,34,F,0,Graduate,Married,$40K - $60K,Blue,26,3,4414,77
767388783,Existing Customer,43,M,3,High School,Married,$60K - $80K,Blue,36,3,4601,66
794719983,Attrited Customer,44,F,4,High School,Unknown,Less than $40K,Blue,38,2,2576,42
778378983,Attrited Customer,54,F,1,Graduate,Single,Less than $40K,Blue,34,5,2476,42
773275083,Existing Customer,49,F,3,College,Married,Unknown,Blue,37,2,4765,79
719971458,Existing Customer,49,M,5,Graduate,Single,$80K - $120K,Blue,41,2,4213,74
721001883,Existing Customer,41,M,3,Uneducated,Married,$60K - $80K,Blue,30,3,3357,47
778245633,Existing Customer,43,F,3,Graduate,Single,Unknown,Blue,33,3,4356,70
718535733,Existing Customer,40,F,1,Uneducated,Divorced,Less than $40K,Blue,25,3,4928,79
711909933,Existing Customer,54,M,4,Unknown,Married,$80K - $120K,Blue,42,3,4815,83
709253433,Existing Customer,50,F,2,Uneducated,Married,$40K - $60K,Blue,41,2,2448,58
719797758,Existing Customer,56,F,1,High School,Single,Less than $40K,Blue,36,3,4922,84
789420933,Existing Customer,39,F,2,Uneducated,Married,Less than $40K,Blue,30,3,4130,87
709850508,Attrited Customer,33,F,2,Graduate,Married,Less than $40K,Blue,20,3,2917,37
715335558,Existing Customer,43,F,5,Uneducated,Single,Less than $40K,Blue,36,2,4191,81
711516783,Existing Customer,47,F,4,Uneducated,Married,$40K - $60K,Blue,36,2,5441,91
798917883,Existing Customer,42,F,4,College,Single,Less than $40K,Blue,36,2,4620,76
721525758,Existing Customer,45,M,5,Doctorate,Married,$80K - $120K,Blue,35,2,4928,77
716249508,Existing Customer,48,F,5,High School,Married,$40K - $60K,Blue,36,3,4243,85
716953083,Existing Customer,53,F,2,Graduate,Married,Unknown,Blue,41,3,4228,81
712448658,Attrited Customer,52,F,1,High School,Single,Less than $40K,Blue,36,3,2281,55
711766758,Existing Customer,42,F,4,Unknown,Married,Less than $40K,Blue,30,3,4373,67
709432833,Existing Customer,53,F,1,Unknown,Married,Less than $40K,Blue,36,2,4859,73
719964933,Existing Customer,50,F,5,Graduate,Single,Less than $40K,Blue,41,3,4550,78
719857008,Existing Customer,37,F,1,Graduate,Single,$40K - $60K,Blue,36,3,4531,81
758340108,Existing Customer,39,F,2,Graduate,Single,Less than $40K,Silver,29,3,3906,78
708276183,Attrited Customer,52,F,3,Post-Graduate,Married,Less than $40K,Blue,45,2,1554,35
716481408,Existing Customer,38,F,2,Graduate,Single,Less than $40K,Blue,36,3,4769,76
720590058,Attrited Customer,51,F,1,Graduate,Single,$40K - $60K,Blue,36,3,2839,47
789347133,Existing Customer,38,F,2,Post-Graduate,Married,$40K - $60K,Blue,28,2,4690,79
719112258,Existing Customer,42,M,4,College,Unknown,$60K - $80K,Blue,35,3,4692,79
717748608,Attrited Customer,35,F,4,High School,Married,Less than $40K,Blue,24,3,2252,51
710740008,Existing Customer,57,M,1,Graduate,Unknown,$80K - $120K,Blue,39,3,5140,82
716694108,Attrited Customer,42,M,4,Uneducated,Married,$120K +,Blue,34,2,2682,48
719372583,Existing Customer,57,M,3,Graduate,Single,$120K +,Blue,36,2,4077,90
719981508,Attrited Customer,37,M,2,Uneducated,Single,Unknown,Blue,24,2,2574,51
751350558,Existing Customer,57,F,1,High School,Married,Less than $40K,Blue,50,3,4770,85
715123983,Existing Customer,43,F,1,College,Single,Less than $40K,Blue,36,3,5848,81
709250508,Existing Customer,63,M,1,Uneducated,Single,Less than $40K,Blue,56,3,4877,88
716754783,Attrited Customer,43,M,4,High School,Married,$120K +,Blue,30,3,2229,44
719025333,Existing Customer,48,M,2,Post-Graduate,Married,$40K - $60K,Blue,42,3,3513,59
718566858,Existing Customer,46,F,2,College,Single,Less than $40K,Blue,36,3,5005,79
710675508,Existing Customer,40,F,3,College,Unknown,Unknown,Blue,28,2,5149,98
818729208,Existing Customer,52,M,3,Graduate,Married,$60K - $80K,Blue,47,3,4525,77
709068183,Existing Customer,53,M,4,College,Single,$60K - $80K,Blue,42,3,4709,87
715358283,Existing Customer,57,F,2,Uneducated,Married,Less than $40K,Blue,46,2,4509,73
710966433,Existing Customer,50,F,3,Uneducated,Married,Less than $40K,Blue,36,3,3785,67
708575058,Attrited Customer,46,F,3,Uneducated,Divorced,$40K - $60K,Blue,39,2,3300,58
713929533,Attrited Customer,36,F,3,College,Married,Less than $40K,Blue,36,2,2060,52
714087258,Existing Customer,49,F,1,Uneducated,Divorced,Less than $40K,Blue,36,2,5156,72
756383283,Existing Customer,38,F,3,College,Married,Less than $40K,Blue,31,3,4170,80
720766908,Attrited Customer,40,F,2,Uneducated,Single,Less than $40K,Blue,28,2,2814,37
718133733,Existing Customer,44,F,4,Post-Graduate,Unknown,Less than $40K,Blue,36,3,4100,76
720823458,Existing Customer,59,F,2,Unknown,Married,Less than $40K,Blue,46,2,4658,85
720027258,Existing Customer,53,F,2,High School,Single,Less than $40K,Blue,40,3,4978,73
807604233,Existing Customer,54,M,3,Graduate,Married,$80K - $120K,Blue,49,2,5044,81
801786483,Existing Customer,51,M,0,High School,Single,$80K - $120K,Blue,45,3,4930,89
789138258,Existing Customer,45,F,3,High School,Single,Less than $40K,Blue,34,2,4799,83
805524708,Attrited Customer,52,F,3,High School,Divorced,Less than $40K,Blue,47,3,2599,50
779642733,Existing Customer,42,F,5,Unknown,Married,Less than $40K,Blue,25,3,4823,77
771735933,Existing Customer,48,M,2,High School,Married,$80K - $120K,Blue,36,2,4731,82
789917208,Existing Customer,40,F,4,High School,Married,Less than $40K,Blue,31,2,5087,69
779608083,Existing Customer,55,M,2,Doctorate,Single,Less than $40K,Blue,44,2,3681,62
711287733,Existing Customer,45,M,4,Unknown,Married,$40K - $60K,Blue,36,3,3856,74
774675933,Existing Customer,40,M,3,College,Divorced,$80K - $120K,Silver,34,2,3510,62
716741508,Existing Customer,33,F,3,High School,Married,Less than $40K,Blue,21,2,4460,65
721106133,Existing Customer,57,F,3,Uneducated,Divorced,Unknown,Blue,36,3,5104,82
716698608,Existing Customer,51,M,2,Unknown,Single,$80K - $120K,Blue,39,2,4441,87
716299608,Attrited Customer,58,F,3,Unknown,Divorced,Less than $40K,Blue,36,2,1990,31
718116933,Existing Customer,53,F,3,Graduate,Single,Less than $40K,Blue,36,2,4704,79
720513333,Existing Customer,46,M,3,High School,Single,$80K - $120K,Blue,39,2,4878,78
802460433,Attrited Customer,57,F,3,High School,Married,Unknown,Blue,51,2,2607,37
720482583,Existing Customer,52,F,1,College,Married,Unknown,Blue,43,3,4598,69
719584608,Existing Customer,40,M,4,High School,Unknown,$40K - $60K,Blue,32,3,4215,79
709477233,Existing Customer,37,F,2,High School,Single,Unknown,Blue,36,3,4287,79
719512983,Attrited Customer,47,F,4,Graduate,Single,Less than $40K,Blue,39,3,2295,51
714923583,Attrited Customer,38,F,2,Graduate,Unknown,Less than $40K,Blue,36,2,1924,48
779397183,Existing Customer,42,F,2,Graduate,Single,Less than $40K,Blue,31,2,4068,61
714671658,Existing Customer,38,F,5,Graduate,Married,Less than $40K,Blue,31,2,4268,85
779218233,Existing Customer,47,F,5,Post-Graduate,Single,Less than $40K,Blue,37,2,4115,75
713456583,Existing Customer,45,M,2,High School,Married,$80K - $120K,Silver,37,3,3247,70
790221633,Existing Customer,44,F,4,Graduate,Single,$40K - $60K,Blue,38,3,4627,77
721299483,Existing Customer,47,M,3,Graduate,Single,$80K - $120K,Blue,32,2,4168,71
711701958,Existing Customer,48,M,1,Unknown,Single,$60K - $80K,Blue,38,3,4175,63
783573408,Existing Customer,42,F,4,College,Single,$40K - $60K,Blue,36,3,5267,83
709641933,Existing Customer,42,F,3,Graduate,Married,$40K - $60K,Blue,36,3,4504,84
718755483,Existing Customer,44,M,2,High School,Married,$60K - $80K,Blue,36,3,5082,86
720914358,Existing Customer,46,F,3,Graduate,Married,Less than $40K,Blue,36,3,4894,84
714811533,Existing Customer,39,M,2,High School,Unknown,$60K - $80K,Blue,32,3,5910,91
719898108,Existing Customer,57,F,2,Doctorate,Married,$40K - $60K,Blue,41,2,5322,79
720719883,Attrited Customer,54,F,1,Graduate,Single,Unknown,Blue,41,3,2535,55
780338733,Existing Customer,50,F,2,Graduate,Married,Less than $40K,Blue,37,2,5102,83
709810458,Existing Customer,56,F,0,Unknown,Single,Less than $40K,Blue,44,3,4241,72
821356083,Existing Customer,54,F,3,Uneducated,Married,$40K - $60K,Blue,49,3,4830,87
793428408,Existing Customer,50,F,3,Uneducated,Married,Less than $40K,Blue,44,2,5235,76
746453583,Existing Customer,56,F,1,Unknown,Married,$40K - $60K,Blue,49,2,4498,85
771799008,Existing Customer,61,F,1,Graduate,Married,Unknown,Blue,50,3,4871,79
719075883,Existing Customer,38,F,3,High School,Married,$40K - $60K,Blue,27,2,3904,66
714986583,Existing Customer,55,F,4,Uneducated,Single,Less than $40K,Blue,46,3,5025,62
753233733,Existing Customer,38,M,1,Graduate,Single,$80K - $120K,Blue,29,3,3781,61
806914158,Attrited Customer,38,F,4,Graduate,Married,$40K - $60K,Blue,33,4,2134,34
812671758,Attrited Customer,47,F,5,Doctorate,Married,Unknown,Blue,42,3,2458,44
789191358,Existing Customer,55,M,4,Graduate,Single,$80K - $120K,Blue,44,2,4035,80
772111083,Existing Customer,50,M,1,High School,Married,$80K - $120K,Blue,39,3,4338,75
714961383,Existing Customer,48,F,3,Uneducated,Single,Less than $40K,Blue,36,3,4182,81
817288458,Existing Customer,33,F,2,Graduate,Single,Less than $40K,Blue,19,3,5859,82
719163108,Existing Customer,44,M,3,Graduate,Married,$120K +,Blue,31,2,4076,62
713922183,Existing Customer,52,M,2,Uneducated,Single,$120K +,Blue,36,3,4461,73
716443608,Existing Customer,46,F,3,Unknown,Unknown,Less than $40K,Blue,36,2,4050,78
827953683,Existing Customer,41,M,2,Graduate,Married,$60K - $80K,Blue,37,1,5369,75
789678483,Existing Customer,50,F,2,High School,Married,Less than $40K,Silver,37,1,4773,77
793630083,Attrited Customer,39,M,2,High School,Single,$120K +,Blue,33,1,1804,34
756306183,Existing Customer,42,F,1,College,Married,Less than $40K,Blue,35,2,4897,71
736893108,Existing Customer,33,F,2,Doctorate,Single,Less than $40K,Blue,26,2,4196,87
712900308,Attrited Customer,44,F,2,College,Single,Less than $40K,Blue,34,4,2078,37
798045708,Existing Customer,42,F,5,Graduate,Married,$40K - $60K,Blue,36,2,4182,76
715657833,Existing Customer,52,F,3,Unknown,Single,Less than $40K,Blue,41,2,4956,89
712111608,Existing Customer,59,F,2,Post-Graduate,Single,Less than $40K,Blue,54,1,4919,72
711792783,Existing Customer,45,F,3,Unknown,Divorced,$40K - $60K,Blue,26,1,4479,80
716067333,Existing Customer,61,M,0,Graduate,Married,Unknown,Blue,36,2,4553,84
780660183,Attrited Customer,43,F,4,High School,Divorced,Less than $40K,Blue,32,2,2613,46
720761208,Attrited Customer,59,M,1,College,Single,$120K +,Blue,47,2,2496,41
788794758,Attrited Customer,46,M,4,Graduate,Single,$40K - $60K,Blue,28,2,2061,38
711150333,Attrited Customer,40,F,3,Graduate,Single,Less than $40K,Blue,31,5,2857,40
714418158,Existing Customer,63,F,0,Uneducated,Single,Less than $40K,Blue,56,2,3527,69
713634108,Existing Customer,45,F,3,Graduate,Single,Unknown,Blue,36,1,4293,66
717231558,Existing Customer,49,F,4,Graduate,Married,Less than $40K,Blue,43,2,4851,74
711589758,Existing Customer,42,M,5,High School,Married,$60K - $80K,Blue,32,1,3967,75
787481208,Existing Customer,46,F,1,Unknown,Unknown,Less than $40K,Blue,34,1,5006,78
715516458,Attrited Customer,42,F,1,High School,Married,$40K - $60K,Blue,36,5,2602,43
714998508,Existing Customer,53,M,3,Uneducated,Married,$120K +,Blue,36,2,5326,62
713328108,Existing Customer,60,F,1,College,Married,Less than $40K,Blue,36,2,5189,79
716229108,Existing Customer,55,F,3,College,Divorced,Less than $40K,Blue,46,2,4674,84
820925433,Existing Customer,50,F,2,Post-Graduate,Single,Less than $40K,Blue,45,2,4751,81
816129258,Existing Customer,34,F,2,Post-Graduate,Single,Less than $40K,Blue,29,2,4837,74
808903308,Attrited Customer,54,F,1,Unknown,Married,$40K - $60K,Blue,49,4,2519,35
713809833,Existing Customer,42,F,3,Graduate,Unknown,Unknown,Blue,32,2,4684,86
713542008,Existing Customer,48,F,3,High School,Unknown,Less than $40K,Blue,37,1,4236,83
717385083,Existing Customer,46,M,3,High School,Married,$120K +,Blue,35,2,4813,87
708652908,Existing Customer,47,F,5,Uneducated,Married,Less than $40K,Blue,36,1,4498,81
715644633,Existing Customer,42,F,3,Graduate,Single,$40K - $60K,Blue,34,1,5212,88
708761733,Existing Customer,52,F,3,High School,Married,Unknown,Blue,36,2,4419,63
714600258,Existing Customer,45,M,2,Post-Graduate,Married,$60K - $80K,Blue,36,1,3645,70
823566408,Existing Customer,44,F,3,Graduate,Married,Less than $40K,Blue,40,2,4625,93
713373708,Attrited Customer,54,F,3,Unknown,Single,Less than $40K,Blue,36,2,2464,57
708307533,Existing Customer,42,M,2,Uneducated,Married,$60K - $80K,Blue,30,1,4129,81
820085808,Existing Customer,54,F,3,Graduate,Married,Less than $40K,Blue,49,1,4692,86
716685033,Existing Customer,38,F,1,High School,Married,$40K - $60K,Blue,19,1,5344,82
713063958,Existing Customer,51,M,1,Graduate,Single,$80K - $120K,Blue,39,1,5010,85
708371733,Existing Customer,41,F,3,High School,Married,Less than $40K,Blue,15,1,4931,81
780277458,Existing Customer,52,F,2,Graduate,Single,Less than $40K,Blue,38,2,4503,89
797232183,Existing Customer,42,F,4,Unknown,Married,Less than $40K,Blue,36,2,5020,75
720789933,Existing Customer,46,F,4,Graduate,Married,Unknown,Blue,32,2,5027,82
808281483,Existing Customer,46,F,2,Unknown,Single,Less than $40K,Blue,41,2,4249,76
712968708,Existing Customer,55,F,1,High School,Single,$40K - $60K,Blue,47,2,5167,78
711263058,Existing Customer,29,F,1,Unknown,Single,Less than $40K,Blue,36,1,4660,80
788813658,Existing Customer,62,F,0,Graduate,Single,Unknown,Blue,45,2,4755,88
721444758,Existing Customer,47,F,2,College,Married,Less than $40K,Blue,36,1,4980,78
711448983,Attrited Customer,47,F,2,Graduate,Married,Less than $40K,Blue,34,2,2313,37
712664658,Attrited Customer,35,F,1,Graduate,Single,Less than $40K,Blue,30,2,2549,54
714237033,Attrited Customer,42,F,4,Uneducated,Married,Unknown,Blue,36,6,2299,39
718370733,Existing Customer,48,F,2,Uneducated,Married,Unknown,Blue,35,2,4504,90
713726958,Attrited Customer,40,F,3,Doctorate,Married,Less than $40K,Blue,21,5,2191,38
794160408,Existing Customer,46,F,3,Graduate,Married,Unknown,Blue,40,1,4747,73
716009883,Existing Customer,41,F,1,Graduate,Single,$40K - $60K,Blue,28,1,4245,74
711873033,Attrited Customer,35,F,3,Unknown,Single,Unknown,Blue,29,4,2549,56
712715208,Attrited Customer,52,M,1,High School,Single,$80K - $120K,Blue,44,1,2387,51
778899708,Attrited Customer,56,F,2,Unknown,Single,$40K - $60K,Blue,37,2,2919,47
771865908,Attrited Customer,48,F,2,Graduate,Single,Unknown,Blue,37,4,2532,48
716273133,Existing Customer,41,F,3,Graduate,Married,Less than $40K,Blue,36,2,4853,78
709927458,Existing Customer,38,M,3,Graduate,Single,$40K - $60K,Blue,20,1,4042,77
715162608,Attrited Customer,48,F,2,Graduate,Single,Less than $40K,Blue,41,4,2499,38
719862258,Existing Customer,38,F,2,Uneducated,Single,Unknown,Blue,28,2,5015,90
788719533,Existing Customer,53,M,4,Post-Graduate,Married,$80K - $120K,Blue,34,1,4060,61
715566408,Existing Customer,45,F,3,Doctorate,Married,Less than $40K,Blue,36,1,4404,77
717359208,Existing Customer,57,F,0,College,Married,Less than $40K,Blue,47,2,4037,72
721410858,Existing Customer,54,F,4,High School,Single,Less than $40K,Blue,36,1,4512,90
779420583,Existing Customer,45,F,4,Graduate,Single,Less than $40K,Blue,33,2,4662,70
714222183,Existing Customer,38,F,3,Graduate,Single,$40K - $60K,Blue,36,1,4874,78
709079883,Attrited Customer,45,F,4,Doctorate,Married,Less than $40K,Blue,36,5,2729,38
721406658,Attrited Customer,32,F,0,Unknown,Divorced,Less than $40K,Blue,36,6,2479,43
713782608,Existing Customer,46,F,4,Graduate,Single,$40K - $60K,Blue,36,1,5329,83
720236433,Existing Customer,41,M,4,College,Married,$80K - $120K,Blue,22,1,4379,67
785106933,Existing Customer,51,F,1,Unknown,Single,Unknown,Blue,45,2,4505,71
716673258,Existing Customer,60,F,1,Unknown,Single,Less than $40K,Blue,36,1,3977,83
708341958,Existing Customer,31,F,1,College,Divorced,Less than $40K,Blue,21,2,4480,86
797150733,Attrited Customer,44,M,3,Unknown,Single,$40K - $60K,Blue,38,5,1754,39
718279983,Existing Customer,49,F,1,College,Married,Unknown,Blue,36,1,4770,74
718548558,Existing Customer,53,F,3,Unknown,Single,Less than $40K,Blue,42,1,4272,70
780360558,Existing Customer,33,F,1,Graduate,Married,Less than $40K,Blue,20,2,4698,87
715012833,Existing Customer,46,F,1,High School,Married,Less than $40K,Blue,36,1,4858,77
772388508,Existing Customer,43,F,3,Graduate,Married,Unknown,Blue,32,2,5028,80
788199858,Existing Customer,42,F,3,High School,Unknown,Unknown,Blue,34,1,5758,87
